"Cluster","Mean_Temp","Sunshine","Rainfall","Pressure"
"1",7.14325396825397,2.31851851851852,0.640740740740741,101641.415343915
"2",10.0151162790698,1.42480620155039,8.88062015503876,100193.410852713
"3",14.7484649122807,7.51864035087719,0.414473684210526,101881.513157895
