"Season","Date","HomeTeam","AwayTeam","FTR","FTHG","FTAG","HS","AS","HST","AST","HC","AC","HF","AF","HY","AY","cloud_cover","sunshine","global_radiation","max_temp","mean_temp","min_temp","precipitation","pressure","snow_depth"
"2012-2013",2013-03-02,"Chelsea","West Brom","H",1,0,25,8,19,4,9,7,12,16,1,2,6,1.2,60,8.8,4.2,2.6,0,102790,0
"2012-2013",2013-03-03,"Tottenham","Arsenal","H",2,1,11,10,5,6,4,6,17,13,3,1,4,2.4,76,9.7,3,-2.8,0,102360,0
"2012-2013",2013-03-09,"QPR","Sunderland","H",3,1,15,7,8,3,4,5,4,19,0,2,8,0,39,4.2,6.5,5.7,0.2,100270,0
"2012-2013",2013-03-17,"Chelsea","West Ham","H",2,0,24,15,14,9,5,5,5,14,0,2,7,0.1,49,8.1,5.3,3.1,6.6,99030,0
"2012-2013",2013-03-17,"Tottenham","Fulham","A",0,1,12,6,6,2,5,5,10,5,1,1,7,0.1,49,8.1,5.3,3.1,6.6,99030,0
"2012-2013",2013-03-30,"Arsenal","Reading","H",4,1,23,4,14,2,11,3,9,14,0,1,8,1.5,90,5.9,3.5,1.1,0,101160,0
"2012-2013",2013-04-07,"Chelsea","Sunderland","H",2,1,14,7,7,3,8,5,9,15,0,2,1,7.6,187,11.2,4.6,-1.2,0,101970,0
"2012-2013",2013-04-07,"QPR","Wigan","D",1,1,6,16,2,10,2,10,9,12,2,3,1,7.6,187,11.2,4.6,-1.2,0,101970,0
"2012-2013",2013-04-07,"Tottenham","Everton","D",2,2,19,9,10,5,7,6,14,8,1,1,1,7.6,187,11.2,4.6,-1.2,0,101970,0
"2012-2013",2013-04-13,"Arsenal","Norwich","H",3,1,10,5,7,5,9,3,8,10,1,2,7,1.3,99,19.9,9.7,4.2,4.4,101120,0
"2012-2013",2013-04-16,"Arsenal","Everton","D",0,0,10,10,6,5,8,1,11,12,2,3,5,4.9,163,18.8,13.2,9.3,0,101550,0
"2012-2013",2013-04-20,"QPR","Stoke","A",0,2,25,11,11,4,5,5,8,14,1,2,0,13.1,272,14.8,8.4,2.8,0,103250,0
"2012-2013",2013-04-21,"Tottenham","Man City","H",3,1,11,11,8,7,4,5,11,10,3,3,2,7.9,210,15.5,8.1,1.4,0,102150,0
"2012-2013",2013-04-28,"Arsenal","Man United","D",1,1,19,10,13,5,7,2,12,10,3,5,4,4.9,175,14.8,6.3,0.5,0,101680,0
"2012-2013",2013-04-28,"Chelsea","Swansea","H",2,0,21,11,14,8,6,3,9,10,1,3,4,4.9,175,14.8,6.3,0.5,0,101680,0
"2012-2013",2013-05-04,"QPR","Arsenal","A",0,1,14,13,6,11,3,7,8,6,2,1,4,5.9,197,18.7,12.5,7.7,1,101750,0
"2012-2013",2013-05-04,"Tottenham","Southampton","H",1,0,7,10,4,6,5,5,8,9,1,1,4,5.9,197,18.7,12.5,7.7,1,101750,0
"2012-2013",2013-05-08,"Chelsea","Tottenham","D",2,2,15,13,8,6,6,5,6,16,1,2,6,1.1,112,14.9,15,12,0.2,100720,0
"2012-2013",2013-05-12,"QPR","Newcastle","A",1,2,8,10,3,7,2,2,8,8,1,3,5,6.9,219,15.8,10.2,5,0.4,101470,0
"2012-2013",2013-05-14,"Arsenal","Wigan","H",4,1,19,10,12,5,7,4,11,11,0,2,8,1.5,125,14.4,9.8,7.3,7.6,100260,0
"2012-2013",2013-05-19,"Chelsea","Everton","H",2,1,20,16,10,9,7,4,7,8,2,2,3,3.2,162,17.3,13.7,8.6,0.2,101140,0
"2012-2013",2013-05-19,"Tottenham","Sunderland","H",1,0,23,6,19,4,14,1,6,12,1,3,3,3.2,162,17.3,13.7,8.6,0.2,101140,0
"2013-2014",2013-08-17,"Arsenal","Aston Villa","A",1,3,16,9,4,4,4,3,15,18,4,5,3,2.5,133,23.9,17.4,13.9,0,101230,0
"2013-2014",2013-08-18,"Chelsea","Hull","H",2,0,22,7,5,2,5,1,7,16,0,1,2,4.2,161,23.5,19.9,15.8,0,100970,0
"2013-2014",2013-08-21,"Chelsea","Aston Villa","H",2,1,15,7,3,3,1,2,12,13,1,4,0,11.3,249,23.9,20.1,12.7,2.8,102370,0
"2013-2014",2013-08-24,"Fulham","Arsenal","A",1,3,16,18,7,7,1,8,10,8,2,2,6,0,61,24.7,18,17.2,9.8,101100,0
"2013-2014",2013-08-25,"Tottenham","Swansea","H",1,0,19,7,5,5,8,3,10,15,1,4,5,4.9,164,25.9,18.8,12.9,0.2,101330,0
"2013-2014",2013-09-01,"Arsenal","Tottenham","H",1,0,12,14,5,4,3,6,15,14,2,2,0,5.4,156,26.2,15.8,9.2,0,102950,0
"2013-2014",2013-09-14,"Fulham","West Brom","D",1,1,12,12,2,4,4,5,9,12,0,1,6,0,49,16.2,11.7,9.2,0.2,101610,0
"2013-2014",2013-09-14,"Tottenham","Norwich","H",2,0,23,4,7,1,8,1,2,12,1,3,6,0,49,16.2,11.7,9.2,0.2,101610,0
"2013-2014",2013-09-21,"Chelsea","Fulham","H",2,0,26,4,10,1,13,3,11,9,0,0,4,0,44,19.8,14.4,9.8,0,102450,0
"2013-2014",2013-09-22,"Arsenal","Stoke","H",3,1,16,9,8,3,6,7,8,15,0,2,6,0,44,18.6,17.2,14.5,0,102790,0
"2013-2014",2013-09-28,"Fulham","Cardiff","A",1,2,9,22,5,4,11,10,14,13,1,1,6,0.7,59,19.1,16,11.8,0.4,100950,0
"2013-2014",2013-09-28,"Tottenham","Chelsea","D",1,1,12,11,4,5,4,5,14,14,5,1,6,0.7,59,19.1,16,11.8,0.4,100950,0
"2013-2014",2013-10-05,"Fulham","Stoke","H",1,0,9,16,2,3,7,5,11,13,3,2,6,0.9,57,19.8,16,12.6,0.2,102020,0
"2013-2014",2013-10-06,"Tottenham","West Ham","A",0,3,14,16,4,5,6,7,5,9,0,0,4,9.5,142,20.3,14.2,8.6,0,102570,0
"2013-2014",2013-10-19,"Arsenal","Norwich","H",4,1,20,12,11,6,10,1,8,7,0,0,5,0.5,41,17.4,15.6,12.6,5.6,100540,0
"2013-2014",2013-10-19,"Chelsea","Cardiff","H",4,1,20,13,7,3,6,9,12,5,1,2,5,0.5,41,17.4,15.6,12.6,5.6,100540,0
"2013-2014",2013-10-27,"Chelsea","Man City","H",2,1,12,15,4,6,3,6,11,15,2,3,5,4.9,77,15.2,14,11,23.5,99650,0
"2013-2014",2013-10-27,"Tottenham","Hull","H",1,0,15,10,6,4,6,4,13,10,3,3,5,4.9,77,15.2,14,11,23.5,99650,0
"2013-2014",2013-11-02,"Arsenal","Liverpool","H",2,0,12,12,7,4,3,5,11,7,2,1,5,3.7,62,12.6,13,10.2,0,99860,0
"2013-2014",2013-11-02,"Fulham","Man United","A",1,3,15,10,6,4,4,4,6,12,2,1,5,3.7,62,12.6,13,10.2,0,99860,0
"2013-2014",2013-11-09,"Chelsea","West Brom","D",2,2,17,11,7,3,9,4,11,15,3,7,4,0.2,25,10.2,6,3.7,5.6,100610,0
"2013-2014",2013-11-10,"Tottenham","Newcastle","A",0,1,31,8,14,4,11,4,5,15,1,2,2,7.9,79,13.1,7.3,4.4,1,101590,0
"2013-2014",2013-11-23,"Arsenal","Southampton","H",2,0,9,10,4,4,5,6,10,14,0,3,4,5.4,55,8.2,5.2,2.3,0,102440,0
"2013-2014",2013-11-23,"Fulham","Swansea","A",1,2,9,21,3,5,8,8,11,9,3,1,4,5.4,55,8.2,5.2,2.3,0,102440,0
"2013-2014",2013-12-01,"Chelsea","Southampton","H",3,1,16,9,7,1,8,4,15,14,1,4,6,0.2,17,9.7,5.3,0.8,0,103300,0
"2013-2014",2013-12-01,"Tottenham","Man United","D",2,2,10,8,4,3,7,7,9,15,1,3,6,0.2,17,9.7,5.3,0.8,0,103300,0
"2013-2014",2013-12-04,"Arsenal","Hull","H",2,0,20,7,7,2,11,1,9,6,0,0,5,0,13,10.6,7,5.1,0.2,102940,0
"2013-2014",2013-12-04,"Fulham","Tottenham","A",1,2,16,18,6,5,9,7,7,16,2,1,5,0,13,10.6,7,5.1,0.2,102940,0
"2013-2014",2013-12-08,"Arsenal","Everton","D",1,1,11,12,5,4,3,2,13,11,0,4,2,3.2,35,11.3,8,4,0.2,102550,0
"2013-2014",2013-12-08,"Fulham","Aston Villa","H",2,0,22,10,10,2,4,7,12,13,0,2,2,3.2,35,11.3,8,4,0.2,102550,0
"2013-2014",2013-12-14,"Chelsea","Crystal Palace","H",2,1,16,10,7,5,3,1,13,7,2,1,3,2,28,12.7,7.7,3.5,1.2,102240,0
"2013-2014",2013-12-15,"Tottenham","Liverpool","A",0,5,9,21,0,10,2,9,17,15,3,0,6,0,12,13.3,8.9,5,9,101910,0
"2013-2014",2013-12-21,"Fulham","Man City","A",2,4,12,17,5,10,4,4,7,15,1,1,7,0,12,10.1,8.2,4.2,6.4,101250,0
"2013-2014",2013-12-23,"Arsenal","Chelsea","D",0,0,7,13,2,4,8,6,7,11,2,1,6,0,12,9.5,8.2,4.4,27,99830,0
"2013-2014",2013-12-26,"Chelsea","Swansea","H",1,0,19,8,7,1,13,7,14,9,1,0,6,1,22,10.8,6.7,2.1,2.4,99510,0
"2013-2014",2013-12-26,"Tottenham","West Brom","D",1,1,20,7,3,4,12,2,8,12,3,2,6,1,22,10.8,6.7,2.1,2.4,99510,0
"2013-2014",2013-12-29,"Chelsea","Liverpool","H",2,1,11,8,5,4,4,2,17,17,4,1,1,6.3,48,10.5,5.1,-0.3,0.4,101490,0
"2013-2014",2013-12-29,"Tottenham","Stoke","H",3,0,20,2,7,1,6,1,6,14,2,2,1,6.3,48,10.5,5.1,-0.3,0.4,101490,0
"2013-2014",2014-01-01,"Arsenal","Cardiff","H",2,0,28,8,6,2,12,2,6,11,1,2,6,0,13,11.1,8.5,5.6,13.8,99300,0
"2013-2014",2014-01-01,"Fulham","West Ham","H",2,1,30,11,11,3,12,4,6,5,2,1,6,0,13,11.1,8.5,5.6,13.8,99300,0
"2013-2014",2014-01-11,"Fulham","Sunderland","A",1,4,17,10,5,6,10,6,15,13,3,3,3,6.7,55,9.9,6.8,4.3,0,101860,0
"2013-2014",2014-01-11,"Tottenham","Crystal Palace","H",2,0,10,14,4,2,5,11,12,12,1,2,3,6.7,55,9.9,6.8,4.3,0,101860,0
"2013-2014",2014-01-18,"Arsenal","Fulham","H",2,0,22,8,8,2,4,4,5,7,0,0,7,0.9,26,8.6,8.4,6.1,0.2,99140,0
"2013-2014",2014-01-19,"Chelsea","Man United","H",3,1,13,10,6,4,5,4,15,21,1,3,2,5.4,54,9.2,7.4,6.2,0,99550,0
"2013-2014",2014-01-29,"Chelsea","West Ham","D",0,0,39,1,9,1,13,3,12,11,1,3,8,0,18,6,4.8,4.7,18.8,99400,0
"2013-2014",2014-01-29,"Tottenham","Man City","A",1,5,4,24,2,10,3,5,11,10,1,4,8,0,18,6,4.8,4.7,18.8,99400,0
"2013-2014",2014-02-01,"Fulham","Southampton","A",0,3,8,17,4,5,4,5,10,9,0,3,3,5.6,65,10.2,5.6,2,0,99000,0
"2013-2014",2014-02-02,"Arsenal","Crystal Palace","H",2,0,11,10,6,2,6,5,9,14,1,2,2,7,74,8.8,7.6,4.9,0,100530,0
"2013-2014",2014-02-08,"Chelsea","Newcastle","H",3,0,18,12,8,6,6,5,7,10,0,3,5,4,62,8.7,7.3,4.7,2.4,97900,0
"2013-2014",2014-02-09,"Tottenham","Everton","H",1,0,8,11,2,3,9,7,9,13,1,0,5,1.6,43,9.6,7.5,6.3,0.2,98470,0
"2013-2014",2014-02-12,"Arsenal","Man United","D",0,0,17,6,5,2,5,5,10,14,1,2,5,0.8,37,8.6,6,2.6,8.2,99410,0
"2013-2014",2014-02-12,"Fulham","Liverpool","A",2,3,10,21,3,7,7,5,7,9,4,3,5,0.8,37,8.6,6,2.6,8.2,99410,0
"2013-2014",2014-02-22,"Arsenal","Sunderland","H",4,1,12,7,9,3,7,3,10,11,0,1,3,6.4,95,12.5,8.3,4.6,0,100910,0
"2013-2014",2014-02-22,"Chelsea","Everton","H",1,0,25,8,8,2,8,8,15,12,1,2,3,6.4,95,12.5,8.3,4.6,0,100910,0
"2013-2014",2014-03-01,"Fulham","Chelsea","A",1,3,7,17,3,8,5,4,14,13,2,1,3,5.3,105,10.4,5.4,0.7,0.2,100260,0
"2013-2014",2014-03-02,"Tottenham","Cardiff","H",1,0,15,8,6,2,4,7,11,12,1,3,6,1.8,68,8.9,6,1.5,7,99420,0
"2013-2014",2014-03-08,"Chelsea","Tottenham","H",4,0,12,6,4,2,5,4,11,18,2,3,2,6.5,127,19.2,11.4,7.1,0,102530,0
"2013-2014",2014-03-15,"Fulham","Newcastle","H",1,0,12,12,3,3,9,7,11,6,1,0,2,7.1,144,18.9,12.1,5.9,0,102650,0
"2013-2014",2014-03-16,"Tottenham","Arsenal","A",0,1,17,7,2,3,5,2,18,11,5,3,0,11.1,184,14,13,7,0,102380,0
"2013-2014",2014-03-22,"Chelsea","Arsenal","H",6,0,21,12,11,5,7,1,14,8,0,1,3,7.1,155,10.7,8,4.1,0,99940,0
"2013-2014",2014-03-23,"Tottenham","Southampton","H",3,2,15,12,6,4,7,3,9,9,1,2,3,7.7,164,11.5,6.1,1.5,0,100760,0
"2013-2014",2014-03-25,"Arsenal","Swansea","D",2,2,13,8,4,2,7,0,11,12,0,1,6,0.1,55,9.5,7.4,5.8,1,100890,0
"2013-2014",2014-03-29,"Arsenal","Man City","D",1,1,10,15,3,4,6,6,8,11,1,4,3,10.4,203,19.8,13.2,7,0,101410,0
"2013-2014",2014-03-30,"Fulham","Everton","A",1,3,23,14,8,7,5,6,7,4,1,2,2,3.6,124,17,13.3,6.8,0,101300,0
"2013-2014",2014-04-05,"Chelsea","Stoke","H",3,0,18,4,8,2,7,3,8,18,0,0,6,2.2,109,16,10.5,6,3,101360,0
"2013-2014",2014-04-07,"Tottenham","Sunderland","H",5,1,29,8,11,4,8,2,12,8,0,2,7,0,58,14,13.3,12.2,4,100890,0
"2013-2014",2014-04-12,"Fulham","Norwich","H",1,0,14,13,3,3,8,8,10,12,1,3,3,3.5,137,16.4,10.2,6.3,0,101930,0
"2013-2014",2014-04-15,"Arsenal","West Ham","H",3,1,14,12,8,2,4,3,14,12,2,2,0,12.8,260,17.1,9.2,3.8,0,103000,0
"2013-2014",2014-04-19,"Chelsea","Sunderland","A",1,2,31,7,15,3,10,4,11,14,1,2,3,8.3,213,14.2,8.7,3.4,0,101810,0
"2013-2014",2014-04-19,"Tottenham","Fulham","H",3,1,14,11,5,4,4,5,8,11,0,1,3,8.3,213,14.2,8.7,3.4,0,101810,0
"2013-2014",2014-04-26,"Fulham","Hull","D",2,2,10,8,3,4,7,2,8,7,1,3,4,6.6,198,14.7,11.9,7.5,1.4,100470,0
"2013-2014",2014-04-28,"Arsenal","Newcastle","H",3,0,20,8,8,3,14,0,9,8,3,2,6,2.6,137,17.2,14,9.8,0,101050,0
"2013-2014",2014-05-04,"Arsenal","West Brom","H",1,0,15,11,4,1,9,10,9,6,2,2,0,10.8,264,18.5,10.7,4.7,0,102320,0
"2013-2014",2014-05-04,"Chelsea","Norwich","D",0,0,23,6,4,3,5,2,9,17,1,3,0,10.8,264,18.5,10.7,4.7,0,102320,0
"2013-2014",2014-05-11,"Fulham","Crystal Palace","D",2,2,15,15,5,6,6,4,11,15,3,1,7,1.9,132,17.9,11.8,8.7,0,100380,0
"2013-2014",2014-05-11,"Tottenham","Aston Villa","H",3,0,12,4,6,1,5,1,11,11,1,0,7,1.9,132,17.9,11.8,8.7,0,100380,0
"2014-2015",2014-08-16,"Arsenal","Crystal Palace","H",2,1,14,4,6,2,9,3,13,19,2,2,5,7,203,21.5,16.7,11.6,0,102000,0
"2014-2015",2014-08-16,"QPR","Hull","A",0,1,19,11,6,4,8,9,10,10,1,2,5,7,203,21.5,16.7,11.6,0,102000,0
"2014-2015",2014-08-23,"Chelsea","Leicester","H",2,0,27,6,10,4,8,7,11,11,0,1,3,9.1,221,19,14,8.4,0.4,101570,0
"2014-2015",2014-08-24,"Tottenham","QPR","H",4,0,18,9,5,1,7,6,12,6,0,1,3,6.4,186,17.4,13.2,7.3,0.8,101850,0
"2014-2015",2014-08-30,"QPR","Sunderland","H",1,0,18,16,5,6,4,6,8,9,1,2,5,3.4,136,21.7,17.5,14.7,0.2,101520,0
"2014-2015",2014-08-31,"Tottenham","Liverpool","A",0,3,7,17,1,8,7,3,14,11,0,4,2,8.6,203,19.2,16.9,12.1,0,101820,0
"2014-2015",2014-09-13,"Arsenal","Man City","D",2,2,15,15,6,8,0,3,11,15,3,4,4,1.9,93,21.4,16.8,12.2,0,102640,0
"2014-2015",2014-09-13,"Chelsea","Swansea","H",4,2,29,11,9,2,7,4,12,11,0,3,4,1.9,93,21.4,16.8,12.2,0,102640,0
"2014-2015",2014-09-20,"QPR","Stoke","D",2,2,21,8,5,4,10,1,6,15,2,4,7,0,45,18.6,18,16.6,0.2,101620,0
"2014-2015",2014-09-21,"Tottenham","West Brom","A",0,1,7,10,1,4,9,7,12,7,2,2,4,6.5,140,19.3,15.5,12.3,0.2,102410,0
"2014-2015",2014-09-27,"Arsenal","Tottenham","D",1,1,16,6,6,4,15,5,7,16,3,6,7,1.9,79,24.7,16.9,12.5,0,102610,0
"2014-2015",2014-09-27,"Chelsea","Aston Villa","H",3,0,17,7,8,1,9,2,11,9,2,2,7,1.9,79,24.7,16.9,12.5,0,102610,0
"2014-2015",2014-10-05,"Chelsea","Arsenal","H",2,0,5,10,3,0,2,2,14,10,4,3,0,9,140,13.1,10.2,4.2,0.2,101920,0
"2014-2015",2014-10-05,"Tottenham","Southampton","H",1,0,9,7,4,3,10,5,15,9,2,1,0,9,140,13.1,10.2,4.2,0.2,101920,0
"2014-2015",2014-10-18,"Arsenal","Hull","D",2,2,25,4,9,4,10,0,9,13,2,2,6,0.3,38,20.7,17.9,16,1.8,101070,0
"2014-2015",2014-10-19,"QPR","Liverpool","A",2,3,15,15,6,5,7,2,10,15,2,3,4,5.5,91,17.6,18.2,15.7,0,101320,0
"2014-2015",2014-10-26,"Tottenham","Newcastle","A",1,2,17,8,2,2,10,2,9,12,2,4,7,0,25,18.8,13.8,11.6,0,102130,0
"2014-2015",2014-10-27,"QPR","Aston Villa","H",2,0,11,15,4,6,2,4,11,14,0,2,2,8.2,99,18.6,16,13.2,0.2,101970,0
"2014-2015",2014-11-01,"Arsenal","Burnley","H",3,0,32,6,13,2,18,1,5,9,0,1,3,4.6,69,15.8,15.9,13.7,2.4,101460,0
"2014-2015",2014-11-01,"Chelsea","QPR","H",2,1,18,7,8,1,13,2,8,12,0,0,3,4.6,69,15.8,15.9,13.7,2.4,101460,0
"2014-2015",2014-11-08,"QPR","Man City","D",2,2,17,23,4,6,7,7,9,10,4,2,5,0.1,23,13.2,10.9,7.2,4.4,100070,0
"2014-2015",2014-11-09,"Tottenham","Stoke","A",1,2,14,11,4,4,5,5,20,13,3,2,3,4.7,62,13.3,10,6.8,0,100330,0
"2014-2015",2014-11-22,"Arsenal","Man United","A",1,2,23,12,9,2,11,5,12,8,2,1,8,0,16,8.9,10.9,7.1,15.2,101310,0
"2014-2015",2014-11-22,"Chelsea","West Brom","H",2,0,21,5,8,1,15,0,7,9,1,0,8,0,16,8.9,10.9,7.1,15.2,101310,0
"2014-2015",2014-11-29,"QPR","Leicester","H",3,2,32,19,6,5,11,5,8,17,3,2,4,1.5,30,12.2,11.4,9.2,0.2,101010,0
"2014-2015",2014-11-30,"Tottenham","Everton","H",2,1,13,10,6,5,3,4,15,5,5,1,5,3.9,43,7.6,8.3,4.4,0,101400,0
"2014-2015",2014-12-03,"Arsenal","Southampton","H",1,0,19,6,8,1,9,4,7,14,0,2,4,1.5,27,4.1,6.2,4,0.4,102320,0
"2014-2015",2014-12-03,"Chelsea","Tottenham","H",3,0,12,10,8,2,1,6,9,9,1,1,4,1.5,27,4.1,6.2,4,0.4,102320,0
"2014-2015",2014-12-06,"QPR","Burnley","H",2,0,11,15,6,3,3,11,12,12,1,1,0,6.3,50,10.8,4.3,-0.7,0.4,102730,0
"2014-2015",2014-12-06,"Tottenham","Crystal Palace","D",0,0,14,16,3,4,2,12,11,10,1,0,0,6.3,50,10.8,4.3,-0.7,0.4,102730,0
"2014-2015",2014-12-13,"Arsenal","Newcastle","H",4,1,17,10,4,4,9,6,14,15,2,2,2,5.2,43,10.1,3.6,0.3,0.2,101120,0
"2014-2015",2014-12-13,"Chelsea","Hull","H",2,0,12,8,3,0,5,4,13,13,3,3,2,5.2,43,10.1,3.6,0.3,0.2,101120,0
"2014-2015",2014-12-20,"QPR","West Brom","H",3,2,17,16,7,6,5,11,16,8,1,0,2,3.7,36,13.6,7,4.2,0,102680,0
"2014-2015",2014-12-20,"Tottenham","Burnley","H",2,1,23,9,6,5,9,6,9,8,1,0,2,3.7,36,13.6,7,4.2,0,102680,0
"2014-2015",2014-12-26,"Arsenal","QPR","H",2,1,15,16,5,2,6,2,6,15,1,4,4,0,12,4.8,4.4,-0.4,8.8,102360,0
"2014-2015",2014-12-26,"Chelsea","West Ham","H",2,0,28,6,9,0,8,6,8,14,0,3,4,0,12,4.8,4.4,-0.4,8.8,102360,0
"2014-2015",2014-12-28,"QPR","Crystal Palace","D",0,0,11,10,3,3,9,4,11,17,2,1,0,6,47,5.8,3.6,0.9,0,102950,0
"2014-2015",2014-12-28,"Tottenham","Man United","D",0,0,9,9,4,5,3,6,11,19,2,4,0,6,47,5.8,3.6,0.9,0,102950,0
"2014-2015",2015-01-01,"QPR","Swansea","D",1,1,24,25,6,6,4,9,22,5,4,0,8,0,13,9.2,7.1,1.3,1,102760,0
"2014-2015",2015-01-01,"Tottenham","Chelsea","H",5,3,11,19,8,7,5,3,14,10,3,1,8,0,13,9.2,7.1,1.3,1,102760,0
"2014-2015",2015-01-10,"Chelsea","Newcastle","H",2,0,9,11,5,5,7,4,13,13,2,3,4,1.1,25,9.9,12.5,11,0.8,101490,0
"2014-2015",2015-01-11,"Arsenal","Stoke","H",3,0,14,7,6,2,9,1,11,11,0,3,3,3.9,42,12.2,6.3,2.7,0.6,102220,0
"2014-2015",2015-01-17,"QPR","Man United","A",0,2,18,12,4,7,3,3,12,10,3,2,2,2.9,39,4.4,2.3,-2.8,1,101270,0
"2014-2015",2015-01-17,"Tottenham","Sunderland","H",2,1,25,8,8,4,6,6,14,8,1,2,2,2.9,39,4.4,2.3,-2.8,1,101270,0
"2014-2015",2015-01-31,"Chelsea","Man City","D",1,1,3,10,2,5,1,4,12,14,0,2,5,0,19,5.6,2.3,-0.7,1.4,98520,0
"2014-2015",2015-02-01,"Arsenal","Aston Villa","H",5,0,13,9,8,2,7,7,6,10,0,2,5,0,19,2.6,3.2,0.8,0,99980,0
"2014-2015",2015-02-07,"QPR","Southampton","A",0,1,12,16,3,5,3,4,13,16,2,2,5,0,21,8.9,2.7,-0.1,0,103630,0
"2014-2015",2015-02-07,"Tottenham","Arsenal","H",2,1,23,7,8,3,10,3,8,12,3,5,5,0,21,8.9,2.7,-0.1,0,103630,0
"2014-2015",2015-02-10,"Arsenal","Leicester","H",2,1,17,11,7,4,6,6,13,14,2,2,8,0,23,5.4,5.4,3.9,0,103250,0
"2014-2015",2015-02-11,"Chelsea","Everton","H",1,0,21,7,7,4,10,2,8,13,3,3,8,0,23,7.6,4.9,4.3,0,102490,0
"2014-2015",2015-02-21,"Chelsea","Burnley","D",1,1,14,10,5,5,7,7,9,9,1,2,5,3.2,68,10.1,4.6,1.3,0.2,100200,0
"2014-2015",2015-02-22,"Tottenham","West Ham","D",2,2,27,12,8,5,7,9,6,12,0,2,3,1.6,53,8.7,4,-2.1,6.4,100310,0
"2014-2015",2015-03-01,"Arsenal","Everton","H",2,0,17,8,4,2,8,9,12,5,2,0,3,5.3,105,9,9.2,6.7,3.2,99970,0
"2014-2015",2015-03-04,"QPR","Arsenal","A",1,2,10,20,3,9,1,6,10,8,2,1,1,6.7,122,12.6,6.2,1.5,0,102960,0
"2014-2015",2015-03-04,"Tottenham","Swansea","H",3,2,20,10,7,5,6,4,14,7,1,0,1,6.7,122,12.6,6.2,1.5,0,102960,0
"2014-2015",2015-03-07,"QPR","Tottenham","A",1,2,17,13,6,6,3,5,15,12,1,2,0,9.2,150,12.8,11,5.9,0,102520,0
"2014-2015",2015-03-14,"Arsenal","West Ham","H",3,0,19,7,9,1,7,5,10,9,1,1,5,3.7,105,7.3,5.8,2.8,0,103030,0
"2014-2015",2015-03-15,"Chelsea","Southampton","D",1,1,22,12,7,5,9,2,10,11,3,3,7,0,43,8.3,6.1,4.9,2,102790,0
"2014-2015",2015-03-21,"Tottenham","Leicester","H",4,3,10,14,4,5,4,4,8,9,2,1,6,0.5,63,9.7,6.4,4.7,0,102580,0
"2014-2015",2015-03-22,"QPR","Everton","A",1,2,14,8,1,3,1,3,11,12,2,1,3,7.7,162,12.2,6.9,4,0,102610,0
"2014-2015",2015-04-04,"Arsenal","Liverpool","H",4,1,16,13,10,2,6,5,7,9,1,0,7,0.1,61,13.1,9.1,8.1,0.2,102220,0
"2014-2015",2015-04-04,"Chelsea","Stoke","H",2,1,19,7,10,2,9,0,5,22,1,6,7,0.1,61,13.1,9.1,8.1,0.2,102220,0
"2014-2015",2015-04-11,"Tottenham","Aston Villa","A",0,1,14,10,3,3,9,6,11,12,3,2,3,7.8,195,18.3,11.6,9,0.2,101860,0
"2014-2015",2015-04-12,"QPR","Chelsea","A",0,1,15,9,4,1,5,6,12,6,2,1,2,9.2,214,17.1,11.4,4.4,0,102600,0
"2014-2015",2015-04-18,"Chelsea","Man United","H",1,0,7,15,2,2,3,7,13,11,7,1,1,12.5,262,12.1,10.1,5.1,0,102750,0
"2014-2015",2015-04-25,"QPR","West Ham","D",0,0,18,8,7,2,6,6,14,12,1,0,7,2.3,129,11.2,14.9,11.1,4.4,100580,0
"2014-2015",2015-04-26,"Arsenal","Chelsea","D",0,0,12,7,1,3,6,2,17,11,4,3,7,0,68,13.4,9.2,7.2,0,100790,0
"2014-2015",2015-05-03,"Chelsea","Crystal Palace","H",1,0,17,8,7,1,3,6,12,13,2,2,7,3.3,154,18.9,14.7,9.1,0,99810,0
"2014-2015",2015-05-03,"Tottenham","Man City","A",0,1,21,15,5,4,8,7,6,11,3,4,7,3.3,154,18.9,14.7,9.1,0,99810,0
"2014-2015",2015-05-10,"Chelsea","Liverpool","D",1,1,8,15,3,4,6,4,13,11,4,3,4,7.5,226,21.6,14,8.6,0,102300,0
"2014-2015",2015-05-11,"Arsenal","Swansea","A",0,1,23,8,9,3,6,1,7,10,0,1,4,5.6,198,18.2,16.4,11.1,0.2,101790,0
"2014-2015",2015-05-16,"QPR","Newcastle","H",2,1,8,22,4,8,3,12,12,8,2,0,4,10,265,17.7,14.9,11,0,102410,0
"2014-2015",2015-05-16,"Tottenham","Hull","H",2,0,10,14,3,2,6,8,10,6,3,1,4,10,265,17.7,14.9,11,0,102410,0
"2014-2015",2015-05-20,"Arsenal","Sunderland","D",0,0,28,7,8,3,5,2,6,8,1,0,3,7.9,239,20.4,10,4,0,101710,0
"2014-2015",2015-05-24,"Arsenal","West Brom","H",4,1,24,14,13,5,7,3,6,7,1,0,6,5.1,198,16.7,16,12,0.2,102000,0
"2014-2015",2015-05-24,"Chelsea","Sunderland","H",3,1,24,17,8,9,11,3,12,8,2,1,6,5.1,198,16.7,16,12,0.2,102000,0
"2015-2016",2015-08-08,"Chelsea","Swansea","D",2,2,11,18,3,10,4,8,15,16,1,3,2,9.5,245,26.6,20.6,14.5,0,102270,0
"2015-2016",2015-08-09,"Arsenal","West Ham","A",0,2,22,8,6,4,5,4,12,9,1,3,2,11.7,271,22.7,19.6,12.5,0,102030,0
